"","ID","Region","Gender","Race","Education","Marital","Religion","Happy","Income","PolParty","Politics","Marijuana","DeathPenalty","OwnGun","GunLaw","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres00","Postlife"
"2283",2283,"South Atlantic","Female","Black","Left HS","Never Married","Protestant","Not too happy",NA,"Not Str Dem","Conservative","Not legal","Favor","No","Favor",NA,NA,NA,NA,NA,"Yes"
"2284",2284,"South Atlantic","Male","Black","HS","Divorced","Protestant",NA,"17500-19999","Strong Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Gore",NA
"2285",2285,"South Atlantic","Male","Black","Bachelors","Married","Protestant",NA,"40000-49999","Strong Dem",NA,NA,NA,NA,NA,"Too much","Too little","Too little","Too much","Gore",NA
"2286",2286,"South Atlantic","Male","Black","Jr Col","Divorced","Protestant",NA,"30000-34999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2287",2287,"North Central","Female","White","HS","Never Married","Catholic","Pretty happy","30000-34999","Not Str Dem","Slightly conservative",NA,"Favor","No","Favor","About right","Too little","Too little","About right","Gore","No"
"2288",2288,"North Central","Female","White","Bachelors","Divorced","Catholic","Pretty happy","35000-39999","Ind, Near Dem","Liberal","Legal","Oppose","No","Favor","About right","Too little","About right","About right","Bush","Yes"
"2289",2289,"North Central","Female","White","HS","Widowed","Catholic",NA,"10000-124999","Not Str Rep",NA,NA,NA,NA,NA,"Too little","About right","About right",NA,NA,NA
"2290",2290,"North Central","Female","White","Jr Col","Widowed","Protestant",NA,"17500-19999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2291",2291,"North Central","Male","White","Graduate","Never Married","Protestant","Very happy","110000-129999","Ind","Slightly liberal",NA,NA,"No","Favor","Too much","Too little","Too little","Too little","Nader","Yes"
"2292",2292,"North Central","Male","Other","Bachelors","Never Married","Catholic","Very happy",NA,"Not Str Dem","Moderate",NA,"Favor","No","Favor","About right","Too little","About right","About right",NA,"Yes"
"2293",2293,"North Central","Male","White","HS","Married","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2294",2294,"North Central","Female","White","Bachelors","Never Married","Protestant","Pretty happy","35000-39999","Not Str Rep","Slightly conservative","Not legal","Oppose",NA,NA,"Too little","Too little","About right","About right","Bush","Yes"
"2295",2295,"North Central","Male","White","Bachelors","Never Married","Protestant",NA,"40000-49999","Ind, Near Dem",NA,NA,NA,NA,NA,"Too much","Too little","Too little","About right","Bush",NA
"2296",2296,"North Central","Female","White","Left HS","Married","Protestant",NA,"130000-149999","Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","About right","About right",NA,NA
"2297",2297,"North Central","Female","White","Bachelors","Separated","Catholic","Pretty happy","130000-149999","Not Str Dem","Moderate",NA,"Oppose","No","Oppose",NA,NA,NA,NA,"Gore","Yes"
"2298",2298,"North Central","Female","White","Jr Col","Never Married","Protestant","Pretty happy","35000-39999","Ind","Slightly conservative","Not legal","Favor","No","Favor",NA,NA,NA,NA,NA,NA
"2299",2299,"North Central","Female","Black","HS","Married","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,"About right","Too little",NA,"About right",NA,NA
"2300",2300,"North Central","Male","White","Left HS","Never Married","Catholic",NA,NA,"Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2301",2301,"North Central","Male","Other","HS","Never Married","Catholic",NA,"130000-149999","Strong Rep",NA,NA,NA,NA,NA,"Too much","Too little","About right","About right","Bush",NA
"2302",2302,"North Central","Female","White","HS","Divorced","Protestant",NA,NA,"Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2303",2303,"North Central","Male","White","HS","Never Married","Protestant","Very happy",NA,"Not Str Dem","Moderate",NA,"Favor","No","Favor","About right","Too little","Too little","About right","Bush","Yes"
"2304",2304,"North Central","Female","White","Bachelors","Never Married","Catholic","Very happy","35000-39999","Not Str Dem","Moderate","Not legal","Oppose",NA,NA,NA,NA,NA,NA,"Gore","No"
"2305",2305,"North Central","Female","White","Left HS","Widowed","Protestant","Pretty happy",NA,"Strong Rep","Moderate","Not legal","Favor","No","Favor","Too little","Too little","About right","Too little","Bush","Yes"
"2306",2306,"North Central","Female","White","HS","Married","Protestant",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2307",2307,"North Central","Female","Other","HS","Never Married",NA,NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,"Too little","Too little","About right",NA,"Gore",NA
"2308",2308,"North Central","Male","White","HS","Married","Protestant","Pretty happy","75000-89999","Ind, Near Rep","Liberal",NA,"Favor","No","Favor",NA,NA,NA,NA,NA,"No"
"2309",2309,"North Central","Male","White","Bachelors","Married","Protestant","Very happy","40000-49999","Ind, Near Dem","Moderate",NA,"Favor",NA,NA,"Too little","Too little","About right","Too little","Bush",NA
"2310",2310,"North Central","Male","White","HS","Married","Protestant","Pretty happy","35000-39999","Ind","Moderate","Legal","Favor","Yes","Oppose",NA,NA,NA,NA,NA,"Yes"
"2311",2311,"North Central","Male","White","Jr Col","Never Married","Protestant",NA,"30000-34999","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Bush",NA
"2312",2312,"North Central","Male","White","HS","Divorced","Protestant",NA,"30000-34999","Strong Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too much","About right","Bush",NA
"2313",2313,"North Central","Female","White","HS","Never Married","Protestant","Pretty happy","20000-22499","Ind, Near Rep","Slightly conservative",NA,"Favor","No","Favor",NA,NA,NA,NA,"Bush","Yes"
"2314",2314,"North Central","Male","White","HS","Married","Protestant","Very happy",NA,"Not Str Dem","Moderate","Not legal","Oppose","Yes","Favor",NA,NA,NA,NA,"Gore","Yes"
"2315",2315,"North Central","Female","White","HS","Never Married","Protestant",NA,"1000-2999","Not Str Dem",NA,NA,NA,NA,NA,"Too much","About right","Too little","Too little",NA,NA
"2316",2316,"North Central","Female","White","HS","Widowed","Protestant",NA,NA,"Ind, Near Rep",NA,NA,NA,NA,NA,"About right","About right","About right","Too little","Gore",NA
"2317",2317,"North Central","Female","White","Bachelors","Married","Catholic",NA,"8000-9999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2318",2318,"North Central","Male","White","Jr Col","Married","Catholic","Pretty happy",NA,"Ind, Near Dem","Moderate",NA,"Oppose","No","Favor","Too much","Too little","Too little","About right","Gore",NA
"2319",2319,"North Central","Female","White","Bachelors","Never Married","Catholic","Pretty happy","15000-17499","Ind","Slightly conservative",NA,"Oppose",NA,NA,NA,NA,NA,NA,"Bush","Yes"
"2320",2320,"North Central","Female","White","Bachelors","Married","Protestant","Very happy",NA,"Ind","Slightly liberal","Not legal","Oppose","No","Favor","Too little","Too little","Too little",NA,"Bush","Yes"
"2321",2321,"North Central","Female","White","HS","Married","Catholic",NA,"35000-39999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2322",2322,"North Central","Female","White","HS","Married","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2323",2323,"North Central","Female","White","HS","Never Married","Protestant","Pretty happy","5000-5999","Not Str Rep","Moderate",NA,"Oppose","No","Oppose","Too little","Too little","Too little","Too little","Bush","Yes"
"2324",2324,"North Central","Female","White","HS","Married","Catholic","Pretty happy","22500-24999","Strong Dem","Moderate","Not legal","Oppose","No","Favor","Too much","Too little","Too little","About right",NA,"Yes"
"2325",2325,"North Central","Female","Other","HS","Married","None",NA,"25000-29999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2326",2326,"North Central","Female","White","HS","Married","Protestant","Very happy","22500-24999","Ind","Extremely conservative","Not legal","Favor",NA,NA,"About right","Too little","Too little","About right",NA,"Yes"
"2327",2327,"North Central","Male","White","HS","Married","Protestant","Very happy","30000-34999","Not Str Dem","Moderate",NA,"Favor","No","Favor",NA,NA,NA,NA,NA,"Yes"
"2328",2328,"North Central","Female","White","HS","Married","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,"Too little","Too little","About right","About right",NA,NA
"2329",2329,"North Central","Male","White","Jr Col","Married","Protestant","Pretty happy","40000-49999","Ind, Near Rep","Moderate",NA,"Favor","Yes","Favor",NA,NA,NA,NA,NA,"Yes"
"2330",2330,"North Central","Female","White","HS","Widowed","Protestant","Pretty happy",NA,"Strong Rep","Conservative","Not legal","Favor",NA,NA,NA,"Too little",NA,NA,"Bush","Yes"
"2331",2331,"North Central","Male","White","Bachelors","Married","Protestant","Pretty happy",NA,"Ind, Near Dem","Moderate","Not legal","Favor","No","Oppose",NA,NA,NA,NA,NA,NA
"2332",2332,"North Central","Female","White","Graduate","Never Married","Protestant",NA,"40000-49999","Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little","Gore",NA
"2333",2333,"North Central","Female","White","HS","Married","Protestant",NA,"3000-3999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2334",2334,"North Central","Male","White","Jr Col","Married","Catholic","Pretty happy","35000-39999","Strong Rep","Liberal",NA,"Favor","Yes","Oppose","About right","Too little","About right","About right","Bush","Yes"
"2335",2335,"North Central","Male","White","HS","Married","None","Pretty happy","35000-39999","Not Str Dem","Liberal","Legal","Favor",NA,NA,NA,NA,NA,NA,"Gore",NA
"2336",2336,"North Central","Male","White","HS","Married","Protestant",NA,"35000-39999","Not Str Rep",NA,NA,NA,NA,NA,"Too little","About right",NA,NA,NA,NA
"2337",2337,"North Central","Male","White","HS","Married","Protestant",NA,"60000-74999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2338",2338,"North Central","Male","White","Bachelors","Divorced","Catholic",NA,"25000-29999","Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Gore",NA
"2339",2339,"North Central","Female","White","Bachelors","Married","Protestant","Very happy","110000-129999","Not Str Rep","Slightly conservative","Legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
"2340",2340,"North Central","Female","White","HS","Widowed","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2341",2341,"North Central","Female","White","HS","Divorced","Protestant",NA,"25000-29999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2342",2342,"North Central","Male","White","HS","Married","Protestant",NA,"25000-29999","Ind",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right","Bush",NA
"2343",2343,"North Central","Female","Other","HS","Never Married","Catholic","Pretty happy","35000-39999","Ind, Near Rep","Moderate","Not legal","Favor",NA,NA,NA,"Too much","About right",NA,NA,"Yes"
"2344",2344,"North Central","Male","White","Left HS","Married","Protestant","Pretty happy","35000-39999","Ind, Near Dem","Moderate","Not legal","Favor","No","Favor",NA,NA,NA,NA,NA,NA
"2345",2345,"North Central","Male","White","HS","Divorced","Protestant",NA,"15000-17499","Ind",NA,NA,NA,NA,NA,"Too much","Too little","Too little","Too much","Gore",NA
"2346",2346,"North Central","Female","White","HS","Married","Inter-nondenominational",NA,"12500-14999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2347",2347,"North Central","Female","White","HS","Married","Protestant",NA,"8000-9999","Ind",NA,NA,NA,NA,NA,"About right","Too little","About right","Too little","Bush",NA
"2348",2348,"North Central","Male","White","Left HS","Married","Protestant","Pretty happy",NA,"Strong Rep","Moderate",NA,"Favor","No","Favor",NA,NA,NA,NA,"Bush","No"
"2349",2349,"North Central","Female","Black","HS","Never Married","Protestant","Not too happy","17500-19999","Ind, Near Dem","Moderate",NA,"Favor",NA,NA,NA,"Too little",NA,"Too little","Gore","No"
"2350",2350,"North Central","Male","Other","HS","Divorced","Catholic","Pretty happy",NA,"Ind","Moderate","Legal","Favor","Yes","Oppose",NA,NA,NA,NA,NA,"Yes"
"2351",2351,"North Central","Female","White","HS","Divorced","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too much",NA,NA
"2352",2352,"North Central","Female","White","HS","Married","Catholic",NA,"15000-17499","Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too little",NA,NA,"Bush",NA
"2353",2353,"North Central","Female","Black","HS","Separated","Protestant",NA,"20000-22499","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2354",2354,"North Central","Male","White","HS","Married","Catholic","Pretty happy","40000-49999","Ind","Slightly conservative",NA,"Favor","Yes","Favor","Too little","Too little","About right","About right","Gore",NA
"2355",2355,"North Central","Female","White","Graduate","Never Married","Catholic","Pretty happy","40000-49999","Not Str Dem","Slightly liberal","Not legal","Oppose",NA,NA,NA,NA,NA,NA,"Gore",NA
"2356",2356,"North Central","Female","White","HS","Married","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right","Gore",NA
"2357",2357,"North Central","Male","White","HS","Married","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2358",2358,"North Central","Male","White","HS","Never Married","Buddhism","Very happy",NA,"Ind","Liberal",NA,"Favor","No","Favor","Too much","Too little","Too little","Too little",NA,"Yes"
"2359",2359,"North Central","Male","White","Left HS","Never Married","Catholic","Very happy","8000-9999","Other party","Extremely conservative","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Nader","No"
"2360",2360,"North Central","Female","White","Jr Col","Married","Protestant",NA,"1000-2999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2361",2361,"Pacific","Female","White","Graduate","Divorced","Protestant",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2362",2362,"Pacific","Female","White","HS","Married","Protestant",NA,NA,"Ind, Near Rep",NA,NA,NA,NA,NA,"About right","Too little","About right","Too much","Gore",NA
"2363",2363,"Pacific","Female","White","Graduate","Widowed","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,"Too much","Too little","Too little",NA,"Gore",NA
"2364",2364,"Pacific","Female","White","Graduate","Widowed","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2365",2365,"Pacific","Male","White","Left HS","Married","None","Pretty happy",NA,"Ind, Near Dem","Moderate","Not legal","Favor","Yes","Oppose",NA,NA,NA,NA,"Gore","Yes"
"2366",2366,"Pacific","Female","White","Jr Col","Married","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
"2367",2367,"Pacific","Female","White","HS","Never Married","None","Pretty happy","12500-14999","Ind","Moderate","Legal","Favor","Yes","Oppose","About right","Too little","Too little","About right",NA,NA
"2368",2368,"Pacific","Female","White","Left HS","Married","Protestant",NA,"3000-3999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2369",2369,"Pacific","Male","White","HS","Divorced","None",NA,"22500-24999","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2370",2370,"Pacific","Male","White","HS","Never Married","Inter-nondenominational",NA,"3000-3999","Ind",NA,NA,NA,NA,NA,"About right","Too little","About right","About right",NA,NA
"2371",2371,"Pacific","Female","White","Left HS","Never Married","Catholic",NA,NA,"Ind",NA,NA,NA,NA,NA,"About right","Too much","Too much","Too little",NA,NA
"2372",2372,"Pacific","Female","White","Bachelors","Married","None","Very happy","3000-3999","Ind, Near Dem","Liberal","Legal","Oppose","Yes","Favor",NA,NA,NA,NA,"Nader","Yes"
"2373",2373,"Mid-Atl","Female","White","HS","Married","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too much","Too little","About right","Bush",NA
"2374",2374,"Mid-Atl","Male","White","HS","Married","Protestant",NA,"30000-34999","Not Str Dem",NA,NA,NA,NA,NA,"Too little","Too little","About right","Too little",NA,NA
"2375",2375,"Mid-Atl","Male","White","HS","Never Married","None",NA,NA,"Other party",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2376",2376,"Mid-Atl","Male","White","Bachelors","Married","Protestant","Very happy","50000-59999","Ind, Near Rep","Moderate",NA,"Favor","No","Oppose","About right","Too little","Too little","Too little","Other",NA
"2377",2377,"Mid-Atl","Female","White","HS","Widowed","Protestant",NA,"35000-39999","Strong Dem",NA,NA,NA,NA,NA,"Too much","Too little","Too little","About right","Gore",NA
"2378",2378,"Mid-Atl","Male","White","HS","Separated","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2379",2379,"Mid-Atl","Female","White","Left HS","Widowed","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
"2380",2380,"Mid-Atl","Female","White","Left HS","Married","Protestant","Very happy",NA,"Not Str Rep","Slightly conservative",NA,"Oppose","Yes","Oppose",NA,NA,NA,NA,NA,"Yes"
"2381",2381,"Mid-Atl","Male","White","HS","Married","Catholic",NA,"75000-89999","Strong Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little",NA,NA
"2382",2382,"Mid-Atl","Male","White","HS","Married","Protestant",NA,"50000-59999","Not Str Rep",NA,NA,NA,NA,NA,"Too little","Too little","Too little","About right","Bush",NA
